Lista tags in plc4
sono stati raggruppati i tags  (vedi nmin..nmax)
----------------------------------------------------------------+-----------------------------------------------------------------------------------
Nome tag                                                        |Descrizione
PLCTAG_SetPesataLentaA1..10                                     |Impostazione pesata lenta aggregato 1
PLCTAG_OrdineDosA1..10                                          |Tramoggia aggregato per ordine di apertura
PLCTAG_ResA1..10                                                |Residuo aggregato 1
PLCTAG_TollBil1A                                                |Tolleranza Bil. 1 aggregati
PLCTAG_TempoStabBil1ACarico                                     |Tempo stabilizzazione bilancia 1 aggregati scarico
PLCTAG_TempoStabBil1ASc                                         |Tempo stabilizzazione bilancia 1 aggregati carico
PLCTAG_SetF1..8                                                 |Set Filler 1
PLCTAG_SetPesataLentaFil1..8                                    |Impostazione pesata lenta filler 1
PLCTAG_OrdineDosFil1..8                                         |Pesata filler ordine di apertura
PLCTAG_ResF1..8                                                 |Residuo filler 1
PLCTAG_TollBil2F                                                |Tolleranza Bil. 2 filler
PLCTAG_TempoStabBil2FCarico                                     |Tempo stabilizzazione bilancia 2 filler scarico
PLCTAG_TempoStabBil2FSc                                         |Tempo stabilizzazione bilancia 2 filler carico
PLCTAG_TimerScF                                                 |Tempo ritardo scarico filler
PLCTAG_SetB1..4                                                 |Set Bitume 1
PLCTAG_SetPesataLentabit1..4                                    |Impostazione pesata lenta legante 1
PLCTAG_SpruzzataLenta1..4                                       |Impostazione spruzzata lenta legante 1
PLCTAG_OrdineDosBit1..4                                         |Pesata legante per ordine di apertura 1
PLCTAG_ResB1..4Scarico                                          |Residuo bitume 1 in scarico
PLCTAG_ResB1..4Pesata                                           |Residuo bitume 1 in pesata
PLCTAG_TollBil3B1                                               |Tolleranza Bil. bitume
PLCTAG_TempoStabBil3BCarico                                     |Tempo stabilizzazione bilancia 3 bitume scarico
PLCTAG_TempoStabBil3BSc                                         |Tempo stabilizzazione bilancia 3 bitume carico
PLCTAG_TimerScB                                                 |Tempo ritardo scarico bitume
PLCTAG_BlendingB1..4_Perc                                       |Percentuale Bitume 1 con blending
PLCTAG_SetRAP                                                   |Set bilancia RAP                           db15.dbd658:real
PLCTAG_SetR2                                                    |Set bilancia riciclato 2
PLCTAG_SetR3                                                    |Set bilancia riciclato 3
PLCTAG_SetPesataLentaRAP                                        |Set pesata lenta RAP                       db15.dbd670:real
PLCTAG_SetPesataLenta_ric2                                      |Set pesata lenta riciclato (4 bilancia)
PLCTAG_SetPesataLenta_ric3                                      |Set pesata lenta riciclato (4 bilancia)
PLCTAG_OrdineBilRAP                                             |Pesata bil. ric. per ordine di apertura    db15.dbw682:int
PLCTAG_OrdineBilRic2                                            |Pesata bil. ric. per ordine di apertura
PLCTAG_OrdineBilRic3                                            |Pesata bil. ric. per ordine di apertura
PLCTAG_ResRAP                                                   |Residuo bilancia RAP                       db15.dbd688:real
PLCTAG_ResRic2                                                  |Residuo bilancia riciclato
PLCTAG_ResRic3                                                  |Residuo bilancia riciclato
PLCTAG_TollBilRAP                                               |Tolleranza bilancia RAP                    db15.dbd700:real
PLCTAG_TempoStabBilRAPCarico                                    |Tempo stabiliz. carico bilancia RAP        db15.dbw704:word
PLCTAG_TempoStabBilRAPSc                                        |Tempo stabiliz. scarico bilancia RAP       db15.dbw706:word
PLCTAG_TimerScRAP                                               |Tempo ritardo scarico riciclato            db15.dbw708:word
PLCTAG_SetViatop1..6                                            |Set Viatop 1
PLCTAG_SetPesataLentaVia1..6                                    |Impostazione pesata lenta viatop 1
PLCTAG_ResBilViatop1..6                                         |Residuo Viatop 1
PLCTAG_OrdineViatop_1..6                                        |Pesata viatop per ordine di apertura 1
PLCTAG_TollBilV                                                 |Tolleranza Bil. Viatop
PLCTAG_TempoStabBilVCarico                                      |Tempo stabilizzazione bilancia viatop scarico
PLCTAG_TempoStabBilVSc                                          |Tempo stabilizzazione bilancia viatop carico
PLCTAG_TimerScViatop                                            |Tempo ritardo scarico viatop
PLCTAG_SetAdd1Mix                                               |Set Add. 1 nel mescolatore
PLCTAG_ScAddPrimaDopoB                                          |Scarico add. nel mesc. prima o dopo del bitume
PLCTAG_TimerScAdd1Mesc                                          |Tempo ritardo scarico add. 1 nel mescolatore
PLCTAG_AcquaSet                                                 |
PLCTAG_AcquaRitardo                                             |
PLCTAG_SetAdd2PesB                                              |Set Add. 2 nella bacinella di pesatura
PLCTAG_TimerScAdd2Bacinella                                     |Tempo ritardo scarico add. 2 nella bacinella B.
PLCTAG_Residuo_Add2                                             |
PLCTAG_Tolleranza_Add2                                          |
PLCTAG_Tempo_Stab_Add2                                          |
PLCTAG_SetPercAdd2                                              |
PLCTAG_SetAdd3Spruzz                                            |Set Add. 3 nella spruzzatura bitume
PLCTAG_TimerScAdd3SpruzzB                                       |Tempo ritardo scarico add. 3 nella spruzzatura
PLCTAG_SetAdd4Sacchi                                            |Set Add. 4 a sacchi
PLCTAG_TimerScAdd4Sacchi                                        |Tempo ritardo scarico additivo a sacchi
PLCTAG_SacchiPrimaDopoBitume                                    |
PLCTAG_GravitaSetPercB1..7                                      |
PLCTAG_GravitaPercVelocePrimaPesata                             |
PLCTAG_GravitaPercVeloceSecondaPesata                           |
PLCTAG_GravitaPercRiduzionePrimaPesata                          |
PLCTAG_GravitaPercRiduzioneSecondaPesata                        |
PLCTAG_GravitaOrdineDosB1..7                                    |
PLCTAG_GravitaRis01                                             |
PLCTAG_GravitaResiduoB1..7                                      |
PLCTAG_GravitaRis02                                             |
PLCTAG_GravitaTolleranza                                        |
PLCTAG_GravitaTempoStabCarico                                   |
PLCTAG_GravitaTempoStabScarico                                  |
PLCTAG_GravitaRitardoScarico                                    |
PLCTAG_GravitaPortataMinKgBitume                                |
PLCTAG_GravitaPercRabbocco                                      |
PLCTAG_ContalitriSetPerc                                        |
PLCTAG_ContalitriLentaPerc                                      |
PLCTAG_ContalitriResiduoKg                                      |
PLCTAG_ContalitriTolleranza                                     |
PLCTAG_ContalitriTempoStab                                      |
PLCTAG_ContalitriRitardoScarico                                 |
PLCTAG_FlomacInclusione                                         |
PLCTAG_AbilitaCicloRF                                           |
PLCTAG_AbilitaCicloRC                                           |
PLCTAG_SetRAPSiwa                                               |Set bilancia riciclato RAP Siwarex     DB15.DBD1776
PLCTAG_SetPesataLentaRAPSiwa                                    |Set pesata lenta RAP Siwarex           DB15.DBD1780
PLCTAG_OrdineDosRAPSiwa                                         |Pesata RAP Siwarex per ordine di ap.   DB15.DBD1784
PLCTAG_ResRAPSiwa                                               |Residuo bilancia RAP Siwarex           DB15.DBD1786
PLCTAG_TollBilRAPSiwa                                           |Tolleranza bil. RAP Siwarex            DB15.DBD1790
PLCTAG_TempoStabBilRAPSiwaSc                                    |Tempo stab. scarico bilancia RAP Siwa  DB15.DBD1794
PLCTAG_TimerScRAPSiwa                                           |Tempo ritardo scarico RAP Siwarex      DB15.DBD1796
PLCTAG_RiduzioneImpastoDos                                      |PLCTAG_DATIMITSUBISHI
PLCTAG_GravitaNettoB1..7Kg                                      |
PLCTAG_GravitaSetB1..7Kg                                        |
PLCTAG_GravitaResB1..7Kg                                        |
PLCTAG_ContalitriNettoKg_NO                                     |
PLCTAG_ContalitriResKg_NO                                       |
PLCTAG_GestGenArrestoEmergenzaDosaggio                          |PLCTAG_GESTIONEGENERALE
PLCTAG_CicliDaEseguire                                          |
PLCTAG_CicliEseguiti                                            |
PLCTAG_GestMescBool0_0                                          |PLCTAG_GESTIONEMESCOLATORE
PLCTAG_GestMescBool0_1                                          |
PLCTAG_GestMescBool0_2                                          |
PLCTAG_GestMescBool0_3                                          |
PLCTAG_Fine_Pesatura_Materiali                                  |
PLCTAG_DosaggioAttivo                                           |
PLCTAG_GestMescBool0_6                                          |
PLCTAG_GestMescBool0_7                                          |
PLCTAG_GestMescBool2_0                                          |
PLCTAG_GestMescBool2_1                                          |
PLCTAG_GestMescBool2_2                                          |
PLCTAG_GestMescBool2_3                                          |
PLCTAG_GestMescBool2_4                                          |
PLCTAG_DosaggioInArresto                                        |
PLCTAG_MescolazioneInCorso                                      |
PLCTAG_GestMescBool2_7                                          |
PLCTAG_ConsensoScaricoBilance                                   |
PLCTAG_MescolatoreScaricoCompletato                             |
PLCTAG_setTempoMescolazione                                     |
PLCTAG_TempoMescolazioneInCorso                                 |
PLCTAG_SetTempoScaricoMixer                                     |
PLCTAG_TempoScaricoMixerInCorso                                 |
PLCTAG_DO_ScaricoMesc                                           |
PLCTAG_SetA1..8forzato1..2                                      |PLCTAG_BILANCIAAGGREGATI
PLCTAG_PesataInCorsoA1..7                                       |
PLCTAG_PesataInCorsoNV                                          |
PLCTAG_SetAggregato1..7                                         |
PLCTAG_SetNV                                                    |
PLCTAG_ResiduoAggregato1..7                                     |
PLCTAG_ResiduoNV                                                |
PLCTAG_NettoAggregato1..7                                       |
PLCTAG_NettoNV                                                  |
PLCTAG_PercAggregato1..7                                        |SET %
PLCTAG_PercNV                                                   |SET %
PLCTAG_OrdineAggForzato1..8                                     |
PLCTAG_SetF1..8forzato1..2                                      |PLCTAG_BILANCIAFILLER
PLCTAG_SetFiller1..8                                            |
PLCTAG_ResiduoFiller1..8                                        |
PLCTAG_NettoFiller1..8                                          |
PLCTAG_PercFiller1..8                                           |SET %
PLCTAG_OrdineFillForzato1..8                                    |
PLCTAG_Forzatura_Pes_Comp                                       |
PLCTAG_SetV1..8forzato1..2                                      |PLCTAG_BILANCIAVIATOP
PLCTAG_SetViatop1..8_DB38                                       |
PLCTAG_ResiduoViatop1..8                                        |
PLCTAG_NettoViatop1..8                                          |
PLCTAG_DB80_StopDosaggioManuale                                 |PLCTAG_BILANCIARICICLATO_SIWA_BATCH
PLCTAG_DB80_TempoRitardoRAPSiwa                                 |
PLCTAG_DB80_ComandoDirettoPortina                               |
PLCTAG_DB101_SIWA_BATCH_SETCALCOLATO                            |PLCTAG_CALCOLIRICICLATO_SIWA_BATCH   DB101.dbd2
PLCTAG_DB101_SIWA_BATCH_NETTO                                   |
PLCTAG_DB101_SIWA_BATCH_VOLO                                    |
PLCTAG_SetR1..8forzato1..2                                      |PLCTAG_BILANCIARICICLATO  inutile!!! da cancellare!!!!
PLCTAG_SetRiciclato1..8                                         |
PLCTAG_ResiduoRiciclato1..8                                     |
PLCTAG_NettoRiciclato1..8                                       |
PLCTAG_ResiduoBitume1                                           |PLCTAG_BILANCIABITUME
PLCTAG_MaggiorazioneBitume1                                     |
PLCTAG_SetBitume1_DosaggioStop                                  |
PLCTAG_SetBitume1                                               |
PLCTAG_NettoBitume1                                             |
PLCTAG_All_Aggregati_PortinaAperta                              |PLCTAG_ALLARMI
PLCTAG_All_Aggregati_PortinaChiusa                              |
PLCTAG_All_Aggregati_NonTara                                    |
PLCTAG_All_Aggregati_Sicurezza                                  |
PLCTAG_All_Aggregati_FuoriTolleranza                            |
PLCTAG_All_Aggregati_PerditaPeso                                |
PLCTAG_All_Aggregati_FineCorsaGenerico                          |
PLCTAG_AllarmiBool0_7                                           |
PLCTAG_AllarmiBool1_0                                           |
PLCTAG_AllarmiBool1_1                                           |
PLCTAG_AllarmiBool1_2                                           |
PLCTAG_AllarmiBool1_3                                           |
PLCTAG_AllarmiBool1_4                                           |
PLCTAG_AllarmiBool1_5                                           |
PLCTAG_AllarmiBool1_6                                           |
PLCTAG_AllarmiBool1_7                                           |
PLCTAG_All_Filler_PortinaAperta                                 |
PLCTAG_All_Filler_PortinaChiusa                                 |
PLCTAG_All_Filler_NonTara                                       |
PLCTAG_All_Filler_Sicurezza                                     |
PLCTAG_All_Filler_FuoriTolleranza                               |
PLCTAG_All_Filler_PerditaPeso                                   |
PLCTAG_All_Filler_FineCorsaGenerico                             |
PLCTAG_AllarmiBool2_7                                           |
PLCTAG_AllarmiBool3_0                                           |
PLCTAG_AllarmiBool3_1                                           |
PLCTAG_AllarmiBool3_2                                           |
PLCTAG_AllarmiBool3_3                                           |
PLCTAG_AllarmiBool3_4                                           |
PLCTAG_AllarmiBool3_5                                           |
PLCTAG_AllarmiBool3_6                                           |
PLCTAG_AllarmiBool3_7                                           |
PLCTAG_All_Bitume_ValvolaAperta                                 |
PLCTAG_All_Bitume_ValvolaChiusa                                 |
PLCTAG_All_Bitume_NonTara                                       |
PLCTAG_All_Bitume_Sicurezza                                     |
PLCTAG_All_Bitume_FuoriTolleranza                               |
PLCTAG_All_Bitume_PerditaPeso                                   |
PLCTAG_All_Bitume_PompaCircolazioneFerma                        |
PLCTAG_All_Bitume_FineCorsaGenerico                             |
PLCTAG_AllarmiBool5_0                                           |
PLCTAG_AllarmiBool5_1                                           |
PLCTAG_AllarmiBool5_2                                           |
PLCTAG_AllarmiBool5_3                                           |
PLCTAG_AllarmiBool5_4                                           |
PLCTAG_AllarmiBool5_5                                           |
PLCTAG_AllarmiBool5_6                                           |
PLCTAG_AllarmiBool5_7                                           |
PLCTAG_All_Mixer_PortinaApertura                                |
PLCTAG_All_Mixer_PortinaChiusa                                  |
PLCTAG_All_Mixer_MotoreFermo                                    |
PLCTAG_All_Mixer_FineCorsaGenerico                              |
PLCTAG_AllarmiBool6_4                                           |
PLCTAG_AllarmiBool6_5                                           |
PLCTAG_AllarmiBool6_6                                           |
PLCTAG_AllarmiBool6_7                                           |
PLCTAG_AllarmiBool7_0                                           |
PLCTAG_AllarmiBool7_1                                           |
PLCTAG_AllarmiBool7_2                                           |
PLCTAG_AllarmiBool7_3                                           |
PLCTAG_AllarmiBool7_4                                           |
PLCTAG_AllarmiBool7_5                                           |
PLCTAG_AllarmiBool7_6                                           |
PLCTAG_AllarmiBool7_7                                           |
PLCTAG_All_InserireNumeroRicetta                                |
PLCTAG_All_PressioneAria                                        |
PLCTAG_AllarmiBool8_2                                           |
PLCTAG_AllarmiBool8_3                                           |
PLCTAG_AllarmiBool8_4                                           |
PLCTAG_AllarmiBool8_5                                           |
PLCTAG_AllarmiBool8_6                                           |
PLCTAG_AllarmiBool8_7                                           |
PLCTAG_All_AdditivoMixer_PompaAccesa                            |
PLCTAG_All_AdditivoMixer_PompaNoRitorno                         |
PLCTAG_All_AdditivoMixer_PompaTimeOutAvvio                      |
PLCTAG_All_AdditivoMixer_PompaTimeOutArresto                    |
PLCTAG_AllarmiBool9_4                                           |
PLCTAG_AllarmiBool9_5                                           |
PLCTAG_AllarmiBool9_6                                           |
PLCTAG_AllarmiBool9_7                                           |
PLCTAG_All_AdditivoBacinella_PompaAccesa                        |
PLCTAG_All_AdditivoBacinella_PompaNoRitorno                     |
PLCTAG_All_AdditivoBacinella_PompaTimeOutAvvio                  |
PLCTAG_All_AdditivoBacinella_PompaTimeOutArresto                |
PLCTAG_All_TermicaPompaAdditivoBacinella                        |
PLCTAG_All_SicurezzaAdditivoLegante                             |
PLCTAG_AllarmiBool10_6                                          |
PLCTAG_AllarmiBool10_7                                          |
PLCTAG_All_AdditivoBacinella_ValvolaTimeOutApertura             |
PLCTAG_All_AdditivoBacinella_ValvolaTimeOutChiusura             |
PLCTAG_All_AdditivoBacinella_ErroreFinecorsaValvola             |
PLCTAG_All_AdditivoBacinella_FuoriTolleranza                    |
PLCTAG_AllarmiBool11_4                                          |
PLCTAG_AllarmiBool11_5                                          |
PLCTAG_AllarmiBool11_6                                          |
PLCTAG_AllarmiBool11_7                                          |
PLCTAG_All_DeflettoreVaglio                                     |
PLCTAG_All_AltaTemperaturaMateriale                             |
PLCTAG_AllarmiBool12_2                                          |
PLCTAG_AllarmiBool12_3                                          |
PLCTAG_AllarmiBool12_4                                          |
PLCTAG_AllarmiBool12_5                                          |
PLCTAG_AllarmiBool12_6                                          |
PLCTAG_AllarmiBool12_7                                          |
PLCTAG_All_Viatop_FineCorsaBilancia                             |
PLCTAG_All_Viatop_FineCorsaCiclone                              |
PLCTAG_All_Viatop_NonTara                                       |
PLCTAG_All_Viatop_Sicurezza                                     |
PLCTAG_All_Viatop_FuoriTolleranza                               |
PLCTAG_All_Viatop_LivelloMinimo                                 |
PLCTAG_All_Viatop_CiclonePieno                                  |
PLCTAG_All_Viatop_TrasportoViatopFermo                          |
PLCTAG_All_Viatop_TermicaTrasporto                              |
PLCTAG_All_Viatop_ScaricoBilanciaAperto                         |
PLCTAG_All_Viatop_ScaricoBilanciaChiuso                         |
PLCTAG_All_Viatop_ScaricoCicloneAperto                          |
PLCTAG_All_Viatop_ScaricoCicloneChiuso                          |
PLCTAG_All_Viatop_PerditaMateriale                              |                                                                                      20170214
PLCTAG_All_Viatop_Timeout_Trasporto_Viatop                      |                                                                                      20170214
PLCTAG_All_Viatop_Timeout_Scarico_Ciclone                       |                                                                                      20170214
PLCTAG_All_RAP_PortinaAperta                                    |
PLCTAG_All_RAP_PortinaChiusa                                    |
PLCTAG_All_RAP_NonTara                                          |
PLCTAG_All_RAP_Sicurezza                                        |
PLCTAG_All_RAP_FuoriTolleranza                                  |
PLCTAG_All_RAP_PerditaPeso                                      |
PLCTAG_All_RAP_FineCorsaGenerico                                |
PLCTAG_All_RAP_DeflScarScivAperto                               |
PLCTAG_All_RAP_DeflScarScivChiuso                               |
PLCTAG_All_RAP_FCDeflScarSciv                                   |
PLCTAG_AllarmiBool16_2                                          |
PLCTAG_AllarmiBool16_3                                          |
PLCTAG_AllarmiBool16_4                                          |
PLCTAG_AllarmiBool16_5                                          |
PLCTAG_AllarmiBool16_6                                          |
PLCTAG_AllarmiBool16_7                                          |
PLCTAG_All_AdditivoSacchi_NastroTimeOutAvvio                    |
PLCTAG_All_AdditivoSacchi_NastroNoRitorno                       |
PLCTAG_All_AdditivoSacchi_NastroTermica                         |
PLCTAG_All_AdditivoSacchi_NastroTimeOutArresto                  |
PLCTAG_AllarmiBool17_4                                          |
PLCTAG_AllarmiBool17_5                                          |
PLCTAG_AllarmiBool17_6                                          |
PLCTAG_AllarmiBool17_7                                          |
PLCTAG_All_AdditivoSacchi_PortinaAperta                         |
PLCTAG_All_AdditivoSacchi_FineCorsa                             |
PLCTAG_All_AdditivoSacchi_PortinaChiusa                         |
PLCTAG_All_AdditivoSacchi_TimeOutIntroduzione                   |
PLCTAG_AllarmiBool18_4                                          |
PLCTAG_AllarmiBool18_5                                          |
PLCTAG_AllarmiBool18_6                                          |
PLCTAG_AllarmiBool18_7                                          |
PLCTAG_All_BitumeGR_ValvolaAperta                               |
PLCTAG_All_BitumeGR_ValvolaChiusa                               |
PLCTAG_All_BitumeGR_NonTara                                     |
PLCTAG_All_BitumeGR_Sicurezza                                   |
PLCTAG_All_BitumeGR_FuoriTolleranza                             |
PLCTAG_All_BitumeGR_PerditaPeso                                 |
PLCTAG_All_BitumeGR_PompaCircolazioneFerma                      |
PLCTAG_All_BitumeGR_FineCorsaGenerico                           |
PLCTAG_All_Contalitri_ValvolaAperta                             |
PLCTAG_All_Contalitri_ValvolaChiusa                             |
PLCTAG_All_Contalitri_FineCorsaGenerico                         |
PLCTAG_All_Contalitri_Sicurezza                                 |
PLCTAG_All_Contalitri_FuoriTolleranza                           |
PLCTAG_All_Contalitri_PompaTimeOutAvvio                         |
PLCTAG_All_Contalitri_PompaTimeOutArresto                       |
PLCTAG_AllarmiBool20_7                                          |
PLCTAG_All_SiwaBatch_NastroTimeOutAvvio                         |Da dbx22.0 a dbx 22.3 e da dbx23.0 a dbx23.5
PLCTAG_All_SiwaBatch_NastroNoRitorno                            |
PLCTAG_All_SiwaBatch_NastroTermica                              |
PLCTAG_All_SiwaBatch_NastroTimeOutArresto                       |
PLCTAG_All_SiwaBatch_PortinaTimeOutApertura                     |
PLCTAG_All_SiwaBatch_PortinaTimeOutChiusura                     |
PLCTAG_All_SiwaBatch_PortinaErroreFC_Generico                   |
PLCTAG_All_SiwaBatch_PortinaErroreFC_Chiusa                     |
PLCTAG_All_SiwaBatch_ErroreDatiDosaggioBilancia                 |
PLCTAG_All_SiwaBatch_FuoriTolleranza                            |
PLCTAG_All_Acqua_PompaAccesaSenzaComando                        |
PLCTAG_All_Acqua_PompaErroreRitorno                             |
PLCTAG_All_Acqua_PompaTimeOutAvvio                              |
PLCTAG_All_Acqua_PompaTimeOutArresto                            |
PLCTAG_All_Acqua_PompaScattoTermica                             |
PLCTAG_All_Acqua_SicurezzaLivelloMIN                            |
PLCTAG_All_FineCorsaIntermedioPesataFineA1..7                   |
PLCTAG_All_FineCorsaIntermedioPesataFineNV                      |
PLCTAG_All_RicettaNonCoerente                                   |
PLCTAG_All_RicettaOrdinePortine                                 |
PLCTAG_All_SILO_BassaVel                                        |PLCTAG_ALLARMI_SILO
PLCTAG_All_SILO_TimeoutAP                                       |
PLCTAG_All_SILO_TimeoutCH                                       |
PLCTAG_All_SILO_ErroreComInverter                               |
PLCTAG_All_SILO_ErroreInverter                                  |
PLCTAG_All_SILO_ErroreNpInverter                                |
PLCTAG_All_SILO_FCsicurezzaMin                                  |
PLCTAG_All_SILO_FCsicurezzaMax                                  |
PLCTAG_All_SILO_TermIverterEXT                                  |
PLCTAG_All_SILO_AllarmeBenna                                    |
PLCTAG_All_SILO_Disponibile2..7                                 |
PLCTAG_All_SILO2_BassaVel                                       |PLCTAG_ALLARMI_SILO2
PLCTAG_All_SILO2_TimeoutAP                                      |
PLCTAG_All_SILO2_TimeoutCH                                      |
PLCTAG_All_SILO2_ErroreComInverter                              |
PLCTAG_All_SILO2_ErroreInverter                                 |
PLCTAG_All_SILO2_ErroreNpInverter                               |
PLCTAG_All_SILO2_FCsicurezzaMin                                 |
PLCTAG_All_SILO2_FCsicurezzaMax                                 |
PLCTAG_All_SILO2_TermIverterEXT                                 |
PLCTAG_All_SILO2_AllarmeBenna                                   |
PLCTAG_All_SILO2_Disponibile2..7                                |
PLCTAG_All_SILO2_MovimentoContemporaneoAssi                     |
PLCTAG_All_SILOGEN_ErroreCoperchiSIlo                           |
PLCTAG_ProdottoRicettaOLD                                       |PLCTAG_TOTALI
PLCTAG_ProdottoRicettaInCorso                                   |
PLCTAG_DO_ScaricoAggregati                                      |PLCTAG_DB41
PLCTAG_TempoRitardoFiller                                       |PLCTAG_DB42
PLCTAG_DO_ScaricoFiller                                         |
PLCTAG_TempoRitardoBitume                                       |PLCTAG_DB43
PLCTAG_DO_ScaricoLegante                                        |
PLCTAG_TempoRitardoBitumeGR                                     |PLCTAG_DB51
PLCTAG_DO_GravitaScarico                                        |
PLCTAG_ContalitriRitardoScaricoForzatura                        |PLCTAG_DB53
PLCTAG_DO_ContalitriPesataManuale                               |
PLCTAG_DO_ContalitriPesata                                      |
PLCTAG_DO_PompaAcquaComandoManuale                              |PLCTAG_DB56
PLCTAG_AcquaRitardoScaricoForzatura                             |
PLCTAG_AcquaDurataSpruzzaturaStorico                            |
PLCTAG_TempoRitardoViatop                                       |PLCTAG_DB47
PLCTAG_DO_ScaricoBilViatop                                      |
PLCTAG_DO_ScaricoCicloneViatop                                  |
PLCTAG_TempoRitardoRAP                                          |PLCTAG_DB48
PLCTAG_DO_ScaricoBilRiciclato                                   |
PLCTAG_DO_Defl_Scar_Bil_Ric                                     |
PLCTAG_RitardoAdditivoMixer                                     |PLCTAG_ADDITIVOMIXER
PLCTAG_SetTempoAdditivoMixer                                    |
PLCTAG_DO_PompaAddMixer                                         |
PLCTAG_RitardoAdditivoBacinella                                 |PLCTAG_ADDITIVOBACINELLA
PLCTAG_SetTempoAdditivoBacinella                                |
PLCTAG_DO_PompaAddLegante                                       |
PLCTAG_DO_ConsensoIntroSacchi                                   |PLCTAG_ADDITIVOSACCHI
PLCTAG_DO_MotoreNastroSacchi                                    |
PLCTAG_NetKgAdditivoBacinella                                   |
PLCTAG_SetKgAdditivoBacinella                                   |
PLCTAG_BrucAutoStartImpulso                                     |PLCTAG_BRUCIATOREAUTOMATICO
PLCTAG_BrucAutoEnable                                           |
PLCTAG_BrucAutoApreModulatore                                   |
PLCTAG_BrucAutoDurataImpulso                                    |
PLCTAG_ContalitriNettoKg                                        |PLCTAG_CONTALITRI
PLCTAG_ContalitriResKg                                          |
PLCTAG_ContalitriSetKg                                          |
PLCTAG_SIWA0..7_CMD_INPUT                                       |PLCTAG_BILANCIA_0
PLCTAG_SIWA0..7_CMD_ENABLED                                     |
PLCTAG_SIWA0..7_CMD_IN_PROGRESS                                 |
PLCTAG_SIWA0..7_FINISHED_OK                                     |
PLCTAG_SIWA0..7_CMD_ERR                                         |
PLCTAG_SIWA0..7_CMD_ERR_CODE                                    |
PLCTAG_SIWA0..7_SIM_VALUE                                       |
PLCTAG_SIWA0..7_ANALOG_OUT_VALUE                                |
PLCTAG_SIWA0..7_RESERVE_18                                      |
PLCTAG_SIWA0..7_DIG_OUT_FORCE                                   |
PLCTAG_SIWA0..7_INFO_REFRESH_COUNT                              |
PLCTAG_SIWA0..7_PROCESS_VALUE1                                  |
PLCTAG_SIWA0..7_PROCESS_VALUE2                                  |
PLCTAG_SIWA0..7_SCALE_STATUS                                    |
PLCTAG_SIWA0..7_ERR_MSG                                         |
PLCTAG_SIWA0..7_ERR_MSG_QUIT                                    |
PLCTAG_SIWA0..7_ERR_MSG_TYPE                                    |
PLCTAG_SIWA0..7_ERR_MSG_CODE                                    |
PLCTAG_SIWA0..7_FB_ERR                                          |
PLCTAG_SIWA0..7_FB_ERR_CODE                                     |
PLCTAG_SIWA0..7_COMANDO1_CODICE                                 |
PLCTAG_SIWA0..7_COMANDO1_ESEGUI                                 |
PLCTAG_SIWA0..7_COMANDO1_IN_ESECUZIONE                          |
PLCTAG_SIWA0..7_DIGIT_ZERO                                      |
PLCTAG_SIWA0..7_DIGIT_TARATURA                                  |
PLCTAG_SIWA0..7_PESO_TARATURA                                   |
PLCTAG_SIWA0..7_MILLIVOLT                                       |
PLCTAG_SIWA0..7_FILTRO_FREQ                                     |
PLCTAG_SIWA0..7_FILTRO_MEDIA                                    |
PLCTAG_SIWA0..7_ZERO_SETTING_START_UP                           |
PLCTAG_SIWA0..7_AUTOZERO                                        |
PLCTAG_SIWA0..7_MIN_RANGE                                       |
PLCTAG_SIWA0..7_MAX_RANGE                                       |
PLCTAG_SIWA0..7_INCREMENT_RANGE                                 |
PLCTAG_SIWA0..7_PERC_SOTTO_ZERO                                 |
PLCTAG_SIWA0..7_PERC_SOPRA_ZERO                                 |
PLCTAG_SIWA0..7_TEMPO_CALIBRAZIONE                              |
PLCTAG_SIWA0..7_STANDARD_BELT_SPEED                             |
PLCTAG_SIWA0..7_MEASURING_TIME_SPEED                            |
PLCTAG_SIWA0..7_IMPULSI_METRO                                   |
PLCTAG_SIWA0..7_MIN_BELT_SPEED_VALUE                            |
PLCTAG_SIWA0..7_MAX_BELT_SPEED_VALUE                            |
PLCTAG_SIWA0..7_ALARM_DELAY_START_UP_SPEED                      |
PLCTAG_SIWA0..7_ALARM_DELAY_IN_OPERATION_SPEED                  |
PLCTAG_SIWA0..7_STANDARD_FLOW                                   |
PLCTAG_SIWA0..7_LUNGHEZZA                                       |
PLCTAG_SIWA0..7_CORREZIONE                                      |
PLCTAG_SIWA0..7_MIN_FLOW_VALUE                                  |
PLCTAG_SIWA0..7_MAX_FLOW_VALUE                                  |
PLCTAG_SIWA0..7_MIN_LOAD_VALUE                                  |
PLCTAG_SIWA0..7_MAX_LOAD_VALUE                                  |
PLCTAG_SIWA0..7_MIN_TOTALIZING                                  |
PLCTAG_SIWA0..7_ALARM_DELAY_START_UP_FLOW_LOAD                  |
PLCTAG_SIWA0..7_ALARM_DELAY_IN_OPERATION_FLOW_LOAD              |
PLCTAG_SIWA0..7_TOTALIZING_STEP_1                               |
PLCTAG_SIWA0..7_TOTALIZING_STEP_2                               |
PLCTAG_SIWA0..7_QUANTITY_PER_PULSE_1                            |
PLCTAG_SIWA0..7_PULSE_1_DURATION                                |
PLCTAG_SIWA0..7_MINIMUM_PAUSE_1                                 |
PLCTAG_SIWA0..7_QUANTITY_PER_PULSE_2                            |
PLCTAG_SIWA0..7_PULSE_2_DURATION                                |
